text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
focuses,focuses,focus,focus,VERB,True,False
on,on,on,on,ADP,True,True
the,the,the,the,DET,True,True
persistence,persistence,persistence,persistence,NOUN,True,False
of,of,of,of,ADP,True,True
social,social,social,social,ADJ,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
in,in,in,in,ADP,True,True
society,society,society,society,NOUN,True,False
and,and,and,and,CCONJ,True,True
its,its,-PRON-,-pron-,PRON,True,True
impact,impact,impact,impact,NOUN,True,False
on,on,on,on,ADP,True,True
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
.,.,.,.,PUNCT,False,False
Despite,despite,despite,despite,SCONJ,True,False
significant,significant,significant,significant,ADJ,True,False
achievements,achievements,achievement,achievement,NOUN,True,False
in,in,in,in,ADP,True,True
economic,economic,economic,economic,ADJ,True,False
growth,growth,growth,growth,NOUN,True,False
",",",",",",",",PUNCT,False,False
there,there,there,there,PRON,True,True
is,is,be,be,AUX,True,True
a,a,a,a,DET,True,True
growing,growing,grow,grow,VERB,True,False
perception,perception,perception,perception,NOUN,True,False
that,that,that,that,SCONJ,True,True
there,there,there,there,PRON,True,True
are,are,be,be,AUX,True,True
groups,groups,group,group,NOUN,True,False
of,of,of,of,ADP,True,True
people,people,people,people,NOUN,True,False
who,who,who,who,PRON,True,True
are,are,be,be,AUX,True,True
not,not,not,not,PART,True,True
benefiting,benefiting,benefit,benefit,VERB,True,False
from,from,from,from,ADP,True,True
this,this,this,this,DET,True,True
growth,growth,growth,growth,NOUN,True,False
and,and,and,and,CCONJ,True,True
are,are,be,be,AUX,True,True
thus,thus,thus,thus,ADV,True,True
socially,socially,socially,socially,ADV,True,False
excluded,excluded,exclude,exclude,VERB,True,False
.,.,.,.,PUNCT,False,False
According,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
social,social,social,social,ADJ,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
is,is,be,be,AUX,True,True
multidimensional,multidimensional,multidimensional,multidimensional,ADJ,True,False
and,and,and,and,CCONJ,True,True
results,results,result,result,NOUN,True,False
from,from,from,from,ADP,True,True
differential,differential,differential,differential,ADJ,True,False
access,access,access,access,NOUN,True,False
of,of,of,of,ADP,True,True
social,social,social,social,ADJ,True,False
groups,groups,group,group,NOUN,True,False
to,to,to,to,ADP,True,True
goods,goods,good,good,NOUN,True,False
and,and,and,and,CCONJ,True,True
services,services,service,service,NOUN,True,False
based,based,base,base,VERB,True,False
on,on,on,on,ADP,True,True
cultural,cultural,cultural,cultural,ADJ,True,False
stratification,stratification,stratification,stratification,NOUN,True,False
",",",",",",",",PUNCT,False,False
weak,weak,weak,weak,ADJ,True,False
institutional,institutional,institutional,institutional,ADJ,True,False
support,support,support,support,NOUN,True,False
mechanisms,mechanisms,mechanism,mechanism,NOUN,True,False
",",",",",",",",PUNCT,False,False
poverty,poverty,poverty,poverty,NOUN,True,False
and,and,and,and,CCONJ,True,True
discrimination,discrimination,discrimination,discrimination,NOUN,True,False
based,based,base,base,VERB,True,False
on,on,on,on,ADP,True,True
social,social,social,social,ADJ,True,False
and,and,and,and,CCONJ,True,True
political,political,political,political,ADJ,True,False
biases,biases,bias,bias,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
inter,inter,inter,inter,ADJ,True,False
-,-,-,-,ADJ,False,False
generational,generational,generational,generational,ADJ,True,False
transfer,transfer,transfer,transfer,NOUN,True,False
of,of,of,of,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
.,.,.,.,PUNCT,False,False
Persons,persons,person,person,NOUN,True,False
identified,identified,identify,identify,VERB,True,False
as,as,as,as,SCONJ,True,True
excluded,excluded,exclude,exclude,VERB,True,False
include,include,include,include,VERB,True,False
small,small,small,small,ADJ,True,False
-,-,-,-,PUNCT,False,False
scale,scale,scale,scale,NOUN,True,False
food,food,food,food,NOUN,True,False
producers,producers,producer,producer,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
unemployed,unemployed,unemployed,unemployed,ADJ,True,False
or,or,or,or,CCONJ,True,True
underemployed,underemployed,underemployed,underemployed,ADJ,True,False
",",",",",",",",PUNCT,False,False
disadvantaged,disadvantaged,disadvantaged,disadvantaged,ADJ,True,False
women,women,woman,woman,NOUN,True,False
",",",",",",",",PUNCT,False,False
unskilled,unskilled,unskilled,unskilled,ADJ,True,False
youths,youths,youth,youth,NOUN,True,False
",",",",",",",",PUNCT,False,False
children,children,child,child,NOUN,True,False
in,in,in,in,ADP,True,True
difficult,difficult,difficult,difficult,ADJ,True,False
circumstances,circumstances,circumstance,circumstance,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
elderly,elderly,elderly,elderly,ADJ,True,False
victims,victims,victim,victim,NOUN,True,False
of,of,of,of,ADP,True,True
abuse,abuse,abuse,abuse,NOUN,True,False
",",",",",",",",PUNCT,False,False
people,people,people,people,NOUN,True,False
with,with,with,with,ADP,True,True
disabilities,disabilities,disability,disability,NOUN,True,False
",",",",",",",",PUNCT,False,False
people,people,people,people,NOUN,True,False
living,living,live,live,VERB,True,False
with,with,with,with,ADP,True,True
HIV,hiv,HIV,hiv,PROPN,True,False
/,/,/,/,SYM,False,False
AIDS,aids,AIDS,aids,PROPN,True,False
",",",",",",",",PUNCT,False,False
displaced,displaced,displaced,displaced,ADJ,True,False
communities,communities,community,community,NOUN,True,False
",",",",",",",",PUNCT,False,False
isolated,isolated,isolated,isolated,ADJ,True,False
communities,communities,community,community,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
extremely,extremely,extremely,extremely,ADV,True,False
poor,poor,poor,poor,ADJ,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
specifically,specifically,specifically,specifically,ADV,True,False
mentions,mentions,mention,mention,VERB,True,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
on,on,on,on,ADP,True,True
this,this,this,this,DET,True,True
list,list,list,list,NOUN,True,False
as,as,as,as,SCONJ,True,True
those,those,those,those,DET,True,True
living,living,live,live,VERB,True,False
in,in,in,in,ADP,True,True
areas,areas,area,area,NOUN,True,False
affected,affected,affect,affect,VERB,True,False
by,by,by,by,ADP,True,True
relocation,relocation,relocation,relocation,NOUN,True,False
and,and,and,and,CCONJ,True,True
decline,decline,decline,decline,NOUN,True,False
of,of,of,of,ADP,True,True
economic,economic,economic,economic,ADJ,True,False
activities,activities,activity,activity,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
attempts,attempts,attempt,attempt,VERB,True,False
to,to,to,to,PART,True,True
measure,measure,measure,measure,VERB,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
from,from,from,from,ADP,True,True
the,the,the,the,DET,True,True
economic,economic,economic,economic,ADJ,True,False
",",",",",",",",PUNCT,False,False
social,social,social,social,ADJ,True,False
",",",",",",",",PUNCT,False,False
political,political,political,political,ADJ,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
legal,legal,legal,legal,ADJ,True,False
processes,processes,process,process,NOUN,True,False
through,through,through,through,ADP,True,True
an,an,an,an,DET,True,True
analysis,analysis,analysis,analysis,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
current,current,current,current,ADJ,True,False
state,state,state,state,NOUN,True,False
of,of,of,of,ADP,True,True
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
in,in,in,in,ADP,True,True
Ghana,ghana,Ghana,ghana,PROPN,True,False
.,.,.,.,PUNCT,False,False
Development,development,development,development,NOUN,True,False
challenges,challenges,challenge,challenge,NOUN,True,False
that,that,that,that,PRON,True,True
drive,drive,drive,drive,VERB,True,False
social,social,social,social,ADJ,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
include,include,include,include,VERB,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
and,and,and,and,CCONJ,True,True
insecure,insecure,insecure,insecure,ADJ,True,False
livelihoods,livelihoods,livelihood,livelihood,NOUN,True,False
",",",",",",",",PUNCT,False,False
geographical,geographical,geographical,geographical,ADJ,True,False
disparity,disparity,disparity,disparity,NOUN,True,False
",",",",",",",",PUNCT,False,False
gender,gender,gender,gender,NOUN,True,False
disparity,disparity,disparity,disparity,NOUN,True,False
in,in,in,in,ADP,True,True
education,education,education,education,NOUN,True,False
and,and,and,and,CCONJ,True,True
employment,employment,employment,employment,NOUN,True,False
",",",",",",",",PUNCT,False,False
inadequate,inadequate,inadequate,inadequate,ADJ,True,False
health,health,health,health,NOUN,True,False
services,services,service,service,NOUN,True,False
",",",",",",",",PUNCT,False,False
environmental,environmental,environmental,environmental,ADJ,True,False
degradation,degradation,degradation,degradation,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
cultural,cultural,cultural,cultural,ADJ,True,False
and,and,and,and,CCONJ,True,True
political,political,political,political,ADJ,True,False
bias,bias,bias,bias,NOUN,True,False
.,.,.,.,PUNCT,False,False
They,they,-PRON-,-pron-,PRON,True,True
are,are,be,be,AUX,True,True
discussed,discussed,discuss,discuss,VERB,True,False
at,at,at,at,ADP,True,True
length,length,length,length,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
context,context,context,context,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
MDGs,mdgs,MDGs,mdgs,PROPN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
following,following,follow,follow,VERB,True,False
are,are,be,be,AUX,True,True
the,the,the,the,DET,True,True
most,most,most,most,ADV,True,True
pressing,pressing,pressing,pressing,ADJ,True,False
challenges,challenges,challenge,challenge,NOUN,True,False
:,:,:,:,PUNCT,False,False
Disparities,disparities,disparity,disparity,NOUN,True,False
between,between,between,between,ADP,True,True
and,and,and,and,CCONJ,True,True
within,within,within,within,ADP,True,True
regions,regions,region,region,NOUN,True,False
are,are,be,be,AUX,True,True
important,important,important,important,ADJ,True,False
drivers,drivers,driver,driver,NOUN,True,False
of,of,of,of,ADP,True,True
social,social,social,social,ADJ,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
in,in,in,in,ADP,True,True
Ghana,ghana,Ghana,ghana,PROPN,True,False
.,.,.,.,PUNCT,False,False
People,people,People,people,NOUN,True,False
who,who,who,who,PRON,True,True
inhabit,inhabit,inhabit,inhabit,VERB,True,False
remote,remote,remote,remote,ADJ,True,False
areas,areas,area,area,NOUN,True,False
experience,experience,experience,experience,NOUN,True,False
spatial,spatial,spatial,spatial,ADJ,True,False
isolation,isolation,isolation,isolation,NOUN,True,False
due,due,due,due,ADP,True,True
to,to,to,to,ADP,True,True
lack,lack,lack,lack,NOUN,True,False
of,of,of,of,ADP,True,True
adequate,adequate,adequate,adequate,ADJ,True,False
access,access,access,access,NOUN,True,False
to,to,to,to,ADP,True,True
goods,goods,good,good,NOUN,True,False
and,and,and,and,CCONJ,True,True
services,services,service,service,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
suffer,suffer,suffer,suffer,VERB,True,False
harsh,harsh,harsh,harsh,ADJ,True,False
economic,economic,economic,economic,ADJ,True,False
environments,environments,environment,environment,NOUN,True,False
.,.,.,.,PUNCT,False,False
Inequitable,inequitable,inequitable,inequitable,ADJ,True,False
distribution,distribution,distribution,distribution,NOUN,True,False
of,of,of,of,ADP,True,True
infrastructure,infrastructure,infrastructure,infrastructure,NOUN,True,False
",",",",",",",",PUNCT,False,False
such,such,such,such,ADJ,True,True
as,as,as,as,SCONJ,True,True
transportation,transportation,transportation,transportation,NOUN,True,False
and,and,and,and,CCONJ,True,True
communication,communication,communication,communication,NOUN,True,False
lines,lines,line,line,NOUN,True,False
",",",",",",",",PUNCT,False,False
has,has,have,have,AUX,True,True
stunted,stunted,stunt,stunt,VERB,True,False
local,local,local,local,ADJ,True,False
economic,economic,economic,economic,ADJ,True,False
growth,growth,growth,growth,NOUN,True,False
and,and,and,and,CCONJ,True,True
development,development,development,development,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
more,more,more,more,ADV,True,True
remote,remote,remote,remote,ADJ,True,False
areas,areas,area,area,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
does,does,do,do,AUX,True,True
not,not,not,not,PART,True,True
specifically,specifically,specifically,specifically,ADV,True,False
mention,mention,mention,mention,VERB,True,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
;,;,;,;,PUNCT,False,False
however,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
it,it,-PRON-,-pron-,PRON,True,True
does,does,do,do,AUX,True,True
state,state,state,state,NOUN,True,False
that,that,that,that,SCONJ,True,True
northern,northern,northern,northern,ADJ,True,False
Ghana,ghana,Ghana,ghana,PROPN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
includes,includes,include,include,VERB,True,False
areas,areas,area,area,NOUN,True,False
inhabited,inhabited,inhabit,inhabit,VERB,True,False
by,by,by,by,ADP,True,True
the,the,the,the,DET,True,True
Kassena,kassena,Kassena,kassena,PROPN,True,False
",",",",",",",",PUNCT,False,False
is,is,be,be,AUX,True,True
most,most,most,most,ADV,True,True
likely,likely,likely,likely,ADJ,True,False
to,to,to,to,PART,True,True
experience,experience,experience,experience,VERB,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
due,due,due,due,ADP,True,True
to,to,to,to,ADP,True,True
its,its,-PRON-,-pron-,PRON,True,True
harsh,harsh,harsh,harsh,ADJ,True,False
economic,economic,economic,economic,ADJ,True,False
environment,environment,environment,environment,NOUN,True,False
and,and,and,and,CCONJ,True,True
isolation,isolation,isolation,isolation,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
Poverty,poverty,Poverty,poverty,PROPN,True,False
Ghana,ghana,Ghana,ghana,PROPN,True,False
has,has,have,have,AUX,True,True
been,been,be,be,AUX,True,True
experiencing,experiencing,experience,experience,VERB,True,False
a,a,a,a,DET,True,True
general,general,general,general,ADJ,True,False
decline,decline,decline,decline,NOUN,True,False
in,in,in,in,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
disparities,disparities,disparity,disparity,NOUN,True,False
between,between,between,between,ADP,True,True
regions,regions,region,region,NOUN,True,False
in,in,in,in,ADP,True,True
income,income,income,income,NOUN,True,False
distribution,distribution,distribution,distribution,NOUN,True,False
have,have,have,have,AUX,True,True
been,been,be,be,AUX,True,True
decreasing,decreasing,decrease,decrease,VERB,True,False
.,.,.,.,PUNCT,False,False
If,if,if,if,SCONJ,True,True
reduction,reduction,reduction,reduction,NOUN,True,False
rates,rates,rate,rate,NOUN,True,False
are,are,be,be,AUX,True,True
maintained,maintained,maintain,maintain,VERB,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
Ghana,ghana,Ghana,ghana,PROPN,True,False
will,will,will,will,AUX,True,True
be,be,be,be,AUX,True,True
able,able,able,able,ADJ,True,False
to,to,to,to,PART,True,True
achieve,achieve,achieve,achieve,VERB,True,False
its,its,-PRON-,-pron-,PRON,True,True
MDG,mdg,MDG,mdg,PROPN,True,False
target,target,target,target,NOUN,True,False
of,of,of,of,ADP,True,True
reducing,reducing,reduce,reduce,VERB,True,False
the,the,the,the,DET,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
rate,rate,rate,rate,NOUN,True,False
by,by,by,by,ADP,True,True
half,half,half,half,NOUN,True,False
in,in,in,in,ADP,True,True
2009,2009,2009,2009,NUM,False,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
highest,highest,high,high,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
rates,rates,rate,rate,NOUN,True,False
occur,occur,occur,occur,VERB,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
agriculture,agriculture,agriculture,agriculture,NOUN,True,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
informal,informal,informal,informal,ADJ,True,False
sectors,sectors,sector,sector,NOUN,True,False
",",",",",",",",PUNCT,False,False
with,with,with,with,ADP,True,True
food,food,food,food,NOUN,True,False
farmers,farmers,farmer,farmer,NOUN,True,False
the,the,the,the,DET,True,True
poorest,poorest,poor,poor,ADJ,True,False
and,and,and,and,CCONJ,True,True
most,most,most,most,ADV,True,True
afflicted,afflicted,afflict,afflict,VERB,True,False
with,with,with,with,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
.,.,.,.,PUNCT,False,False
High,high,high,high,ADJ,True,False
unemployment,unemployment,unemployment,unemployment,NOUN,True,False
rates,rates,rate,rate,NOUN,True,False
among,among,among,among,ADP,True,True
youths,youths,youth,youth,NOUN,True,False
and,and,and,and,CCONJ,True,True
women,women,woman,woman,NOUN,True,False
are,are,be,be,AUX,True,True
also,also,also,also,ADV,True,True
a,a,a,a,DET,True,True
concern,concern,concern,concern,NOUN,True,False
.,.,.,.,PUNCT,False,False
However,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
gender,gender,gender,gender,NOUN,True,False
gap,gap,gap,gap,NOUN,True,False
in,in,in,in,ADP,True,True
employment,employment,employment,employment,NOUN,True,False
for,for,for,for,ADP,True,True
men,men,man,man,NOUN,True,False
and,and,and,and,CCONJ,True,True
women,women,woman,woman,NOUN,True,False
is,is,be,be,AUX,True,True
decreasing,decreasing,decrease,decrease,VERB,True,False
due,due,due,due,ADP,True,True
to,to,to,to,ADP,True,True
women,women,woman,woman,NOUN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
increasing,increasing,increase,increase,VERB,True,False
access,access,access,access,NOUN,True,False
to,to,to,to,ADP,True,True
education,education,education,education,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
Poor,poor,poor,poor,ADJ,True,False
and,and,and,and,CCONJ,True,True
inequitable,inequitable,inequitable,inequitable,ADJ,True,False
income,income,income,income,NOUN,True,False
distribution,distribution,distribution,distribution,NOUN,True,False
is,is,be,be,AUX,True,True
a,a,a,a,DET,True,True
driving,driving,drive,drive,VERB,True,False
force,force,force,force,NOUN,True,False
for,for,for,for,ADP,True,True
social,social,social,social,ADJ,True,False
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
often,often,often,often,ADV,True,True
measures,measures,measure,measure,VERB,True,False
to,to,to,to,PART,True,True
overcome,overcome,overcome,overcome,VERB,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
have,have,have,have,AUX,True,True
enhanced,enhanced,enhance,enhance,VERB,True,False
marginalization,marginalization,marginalization,marginalization,NOUN,True,False
.,.,.,.,PUNCT,False,False
Although,although,although,although,SCONJ,True,True
this,this,this,this,DET,True,True
section,section,section,section,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
does,does,do,do,AUX,True,True
not,not,not,not,PART,True,True
explicitly,explicitly,explicitly,explicitly,ADV,True,False
mention,mention,mention,mention,VERB,True,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
",",",",",",",",PUNCT,False,False
it,it,-PRON-,-pron-,PRON,True,True
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
those,those,those,those,DET,True,True
who,who,who,who,PRON,True,True
practice,practice,practice,practice,VERB,True,False
semi,semi,semi,semi,ADJ,True,False
-,-,-,-,NOUN,False,False
subsistence,subsistence,subsistence,subsistence,ADJ,True,False
",",",",",",",",PUNCT,False,False
small,small,small,small,ADJ,True,False
-,-,-,-,PUNCT,False,False
scale,scale,scale,scale,NOUN,True,False
food,food,food,food,NOUN,True,False
farming,farming,farming,farming,NOUN,True,False
and,and,and,and,CCONJ,True,True
those,those,those,those,DET,True,True
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
informal,informal,informal,informal,ADJ,True,False
sectors,sectors,sector,sector,NOUN,True,False
have,have,have,have,AUX,True,True
been,been,be,be,AUX,True,True
identified,identified,identify,identify,VERB,True,False
as,as,as,as,SCONJ,True,True
the,the,the,the,DET,True,True
most,most,most,most,ADV,True,True
vulnerable,vulnerable,vulnerable,vulnerable,ADJ,True,False
to,to,to,to,ADP,True,True
risk,risk,risk,risk,NOUN,True,False
of,of,of,of,ADP,True,True
food,food,food,food,NOUN,True,False
