text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
that,that,that,that,SCONJ,True,True
25.5,25.5,25.5,25.5,NUM,False,False
million,million,million,million,NUM,True,False
people,people,people,people,NOUN,True,False
",",",",",",",",PUNCT,False,False
or,or,or,or,CCONJ,True,True
17.6,17.6,17.6,17.6,NUM,False,False
%,%,%,%,NOUN,False,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
total,total,total,total,ADJ,True,False
population,population,population,population,NOUN,True,False
",",",",",",",",PUNCT,False,False
are,are,be,be,AUX,True,True
in,in,in,in,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
.,.,.,.,PUNCT,False,False
Disparities,disparities,disparity,disparity,NOUN,True,False
in,in,in,in,ADP,True,True
income,income,income,income,NOUN,True,False
distribution,distribution,distribution,distribution,NOUN,True,False
also,also,also,also,ADV,True,True
exist,exist,exist,exist,VERB,True,False
between,between,between,between,ADP,True,True
and,and,and,and,CCONJ,True,True
within,within,within,within,ADP,True,True
regions,regions,region,region,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Komi,komi,Komi,komi,PROPN,True,False
Republic,republic,Republic,republic,PROPN,True,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
neighboring,neighboring,neighboring,neighboring,ADJ,True,False
Nenets,nenets,Nenets,nenets,PROPN,True,False
Autonomous,autonomous,Autonomous,autonomous,PROPN,True,False
District,district,District,district,PROPN,True,False
have,have,have,have,AUX,True,True
generally,generally,generally,generally,ADV,True,False
higher,higher,high,high,ADJ,True,False
incomes,incomes,income,income,NOUN,True,False
due,due,due,due,ADJ,True,True
to,to,to,to,ADP,True,True
oil,oil,oil,oil,NOUN,True,False
operations,operations,operation,operation,NOUN,True,False
.,.,.,.,PUNCT,False,False
These,these,these,these,DET,True,True
income,income,income,income,NOUN,True,False
levels,levels,level,level,NOUN,True,False
are,are,be,be,AUX,True,True
unfortunately,unfortunately,unfortunately,unfortunately,ADV,True,False
not,not,not,not,PART,True,True
extended,extended,extend,extend,VERB,True,False
to,to,to,to,ADP,True,True
rural,rural,rural,rural,ADJ,True,False
areas,areas,area,area,NOUN,True,False
",",",",",",",",PUNCT,False,False
where,where,where,where,ADV,True,True
several,several,several,several,ADJ,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
reside,reside,reside,reside,VERB,True,False
.,.,.,.,PUNCT,False,False
Rural,rural,rural,rural,ADJ,True,False
areas,areas,area,area,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Nenets,nenets,Nenets,nenets,PROPN,True,False
district,district,district,district,NOUN,True,False
are,are,be,be,AUX,True,True
also,also,also,also,ADV,True,True
home,home,home,home,ADV,True,False
to,to,to,to,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
who,who,who,who,PRON,True,True
",",",",",",",",PUNCT,False,False
if,if,if,if,SCONJ,True,True
employed,employed,employ,employ,VERB,True,False
at,at,at,at,ADV,True,True
all,all,all,all,ADV,True,True
",",",",",",",",PUNCT,False,False
work,work,work,work,VERB,True,False
in,in,in,in,ADP,True,True
very,very,very,very,ADV,True,True
low,low,low,low,ADV,True,False
paid,paid,pay,pay,VERB,True,False
agricultural,agricultural,agricultural,agricultural,ADJ,True,False
jobs,jobs,job,job,NOUN,True,False
.,.,.,.,PUNCT,False,False
According,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
ﬁautochthonous,ﬁautochthonous,ﬁautochthonous,ﬁautochthonous,PROPN,True,False
populations,populations,population,population,NOUN,True,False
(,(,(,(,PUNCT,False,False
Nenets,nenets,Nenets,nenets,PROPN,True,False
and,and,and,and,CCONJ,True,True
Komi,komi,Komi,komi,PROPN,True,False
),),),),PUNCT,False,False
constitute,constitute,constitute,constitute,VERB,True,False
most,most,most,most,ADJ,True,True
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
workforce,workforce,workforce,workforce,NOUN,True,False
in,in,in,in,ADP,True,True
agriculture,agriculture,agriculture,agriculture,NOUN,True,False
where,where,where,where,ADV,True,True
wages,wages,wage,wage,NOUN,True,False
are,are,be,be,AUX,True,True
2.5,2.5,2.5,2.5,NUM,False,False
-,-,-,-,SYM,False,False
3,3,3,3,NUM,False,False
times,times,time,time,NOUN,True,False
lower,lower,low,low,ADJ,True,False
than,than,than,than,SCONJ,True,True
the,the,the,the,DET,True,True
regional,regional,regional,regional,ADJ,True,False
averageŠan,averagešan,averageŠan,averagešan,PROPN,True,False
inequality,inequality,inequality,inequality,NOUN,True,False
that,that,that,that,PRON,True,True
creates,creates,create,create,VERB,True,False
a,a,a,a,DET,True,True
permanent,permanent,permanent,permanent,ADJ,True,False
layer,layer,layer,layer,NOUN,True,False
of,of,of,of,ADP,True,True
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
North.ﬂ36,north.ﬂ36,North.ﬂ36,north.ﬂ36,PROPN,False,False
 , , , ,SPACE,False,False
To,to,to,to,PART,True,True
combat,combat,combat,combat,VERB,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Komi,komi,Komi,komi,PROPN,True,False
region,region,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
government,government,government,government,NOUN,True,False
has,has,have,have,AUX,True,True
introduced,introduced,introduce,introduce,VERB,True,False
a,a,a,a,DET,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
reduction,reduction,reduction,reduction,NOUN,True,False
program,program,program,program,NOUN,True,False
that,that,that,that,PRON,True,True
includes,includes,include,include,VERB,True,False
subsidizing,subsidizing,subsidize,subsidize,VERB,True,False
interest,interest,interest,interest,NOUN,True,False
rates,rates,rate,rate,NOUN,True,False
.,.,.,.,PUNCT,False,False
This,this,this,this,DET,True,True
program,program,program,program,NOUN,True,False
appears,appears,appear,appear,VERB,True,False
to,to,to,to,PART,True,True
be,be,be,be,AUX,True,True
 , , , ,SPACE,False,False
with,with,with,with,ADP,True,True
the,the,the,the,DET,True,True
growth,growth,growth,growth,NOUN,True,False
of,of,of,of,ADP,True,True
salaries,salaries,salary,salary,NOUN,True,False
in,in,in,in,ADP,True,True
this,this,this,this,DET,True,True
region,region,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
reduced,reduced,reduce,reduce,VERB,True,False
theorganization,theorganization,theorganization,theorganization,PROPN,True,False
that,that,that,that,PRON,True,True
addresses,addresses,address,address,VERB,True,False
genumber,genumber,genumber,genumber,PROPN,True,False
of,of,of,of,ADP,True,True
people,people,people,people,NOUN,True,False
below,below,below,below,ADP,True,True
the,the,the,the,DET,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
line,line,line,line,NOUN,True,False
.,.,.,.,PUNCT,False,False
Sadly,sadly,sadly,sadly,ADV,True,False
",",",",",",",",PUNCT,False,False
however,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
this,this,this,this,DET,True,True
upward,upward,upward,upward,ADJ,True,False
trend,trend,trend,trend,NOUN,True,False
does,does,do,do,AUX,True,True
not,not,not,not,PART,True,True
affect,affect,affect,affect,VERB,True,False
the,the,the,the,DET,True,True
rural,rural,rural,rural,ADJ,True,False
areas,areas,area,area,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
socio,socio,socio,socio,NOUN,True,False
-,-,-,-,PUNCT,False,False
economic,economic,economic,economic,ADJ,True,False
indicators,indicators,indicator,indicator,NOUN,True,False
continue,continue,continue,continue,VERB,True,False
to,to,to,to,PART,True,True
decline,decline,decline,decline,VERB,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
further,further,further,further,ADV,True,True
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
in,in,in,in,ADP,True,True
Nenets,nenets,Nenets,nenets,PROPN,True,False
district,district,district,district,NOUN,True,False
and,and,and,and,CCONJ,True,True
Komi,komi,Komi,komi,PROPN,True,False
Republic,republic,Republic,republic,PROPN,True,False
",",",",",",",",PUNCT,False,False
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
seems,seems,seem,seem,VERB,True,True
to,to,to,to,PART,True,True
be,be,be,be,AUX,True,True
ethnically,ethnically,ethnically,ethnically,ADV,True,False
based,based,base,base,VERB,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
In,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Southern,southern,Southern,southern,PROPN,True,False
Federal,federal,Federal,federal,PROPN,True,False
District,district,District,district,PROPN,True,False
",",",",",",",",PUNCT,False,False
Dagestan,dagestan,Dagestan,dagestan,PROPN,True,False
is,is,be,be,AUX,True,True
home,home,home,home,NOUN,True,False
to,to,to,to,ADP,True,True
60,60,60,60,NUM,False,False
ethnic,ethnic,ethnic,ethnic,ADJ,True,False
groups,groups,group,group,NOUN,True,False
and,and,and,and,CCONJ,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
speaking,speaking,speak,speak,VERB,True,False
over,over,over,over,ADP,True,True
30,30,30,30,NUM,False,False
different,different,different,different,ADJ,True,False
languages,languages,language,language,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
bulk,bulk,bulk,bulk,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
population,population,population,population,NOUN,True,False
lives,lives,live,live,VERB,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
plains,plains,plain,plain,NOUN,True,False
and,and,and,and,CCONJ,True,True
foothills,foothills,foothills,foothills,ADJ,True,False
regions,regions,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
while,while,while,while,SCONJ,True,True
the,the,the,the,DET,True,True
Republic,republic,Republic,republic,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
highlands,highlands,highland,highland,NOUN,True,False
and,and,and,and,CCONJ,True,True
northern,northern,northern,northern,ADJ,True,False
regions,regions,region,region,NOUN,True,False
are,are,be,be,AUX,True,True
virtually,virtually,virtually,virtually,ADV,True,False
uninhabited,uninhabited,uninhabited,uninhabited,ADJ,True,False
.,.,.,.,PUNCT,False,False
Dagestan,dagestan,Dagestan,dagestan,PROPN,True,False
heavily,heavily,heavily,heavily,ADV,True,False
relies,relies,rely,rely,VERB,True,False
on,on,on,on,ADP,True,True
federal,federal,federal,federal,ADJ,True,False
subsidies,subsidies,subsidy,subsidy,NOUN,True,False
.,.,.,.,PUNCT,False,False
As,as,as,as,SCONJ,True,True
in,in,in,in,ADP,True,True
Komi,komi,Komi,komi,PROPN,True,False
Republic,republic,Republic,republic,PROPN,True,False
and,and,and,and,CCONJ,True,True
Nenets,nenets,Nenets,nenets,PROPN,True,False
",",",",",",",",PUNCT,False,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
are,are,be,be,AUX,True,True
found,found,find,find,VERB,True,False
living,living,live,live,VERB,True,False
mostly,mostly,mostly,mostly,ADV,True,True
in,in,in,in,ADP,True,True
rural,rural,rural,rural,ADJ,True,False
areas,areas,area,area,NOUN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
is,is,be,be,AUX,True,True
therefore,therefore,therefore,therefore,ADV,True,True
worrying,worrying,worrying,worrying,ADJ,True,False
to,to,to,to,PART,True,True
see,see,see,see,VERB,True,True
that,that,that,that,SCONJ,True,True
the,the,the,the,DET,True,True
unemployment,unemployment,unemployment,unemployment,NOUN,True,False
rate,rate,rate,rate,NOUN,True,False
in,in,in,in,ADP,True,True
rural,rural,rural,rural,ADJ,True,False
areas,areas,area,area,NOUN,True,False
(,(,(,(,PUNCT,False,False
which,which,which,which,PRON,True,True
accounts,accounts,account,account,VERB,True,False
for,for,for,for,ADP,True,True
about,about,about,about,ADV,True,True
84,84,84,84,NUM,False,False
%,%,%,%,NOUN,False,False
of,of,of,of,ADP,True,True
registered,registered,register,register,VERB,True,False
unemployment,unemployment,unemployment,unemployment,NOUN,True,False
),),),),PUNCT,False,False
is,is,be,be,AUX,True,True
nearly,nearly,nearly,nearly,ADV,True,False
six,six,six,six,NUM,True,True
times,times,time,time,NOUN,True,False
the,the,the,the,DET,True,True
national,national,national,national,ADJ,True,False
average,average,average,average,NOUN,True,False
.,.,.,.,PUNCT,False,False
Despite,despite,despite,despite,SCONJ,True,False
a,a,a,a,DET,True,True
massive,massive,massive,massive,ADJ,True,False
",",",",",",",",PUNCT,False,False
state,state,state,state,NOUN,True,False
-,-,-,-,PUNCT,False,False
subsidized,subsidized,subsidize,subsidize,VERB,True,False
education,education,education,education,NOUN,True,False
program,program,program,program,NOUN,True,False
",",",",",",",",PUNCT,False,False
Dagestan,dagestan,Dagestan,dagestan,PROPN,True,False
remains,remains,remain,remain,VERB,True,False
one,one,one,one,NUM,True,True
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
least,least,least,least,ADJ,True,True
developed,developed,developed,developed,ADJ,True,False
areas,areas,area,area,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Russian,russian,Russian,russian,PROPN,True,False
Federation,federation,Federation,federation,PROPN,True,False
.,.,.,.,PUNCT,False,False
Indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
living,living,live,live,VERB,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
plains,plains,plain,plain,NOUN,True,False
and,and,and,and,CCONJ,True,True
foothills,foothills,foothill,foothill,NOUN,True,False
",",",",",",",",PUNCT,False,False
especially,especially,especially,especially,ADV,True,False
",",",",",",",",PUNCT,False,False
are,are,be,be,AUX,True,True
bearing,bearing,bear,bear,VERB,True,False
the,the,the,the,DET,True,True
brunt,brunt,brunt,brunt,NOUN,True,False
of,of,of,of,ADP,True,True
Dagestan,dagestan,Dagestan,dagestan,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
developmental,developmental,developmental,developmental,ADJ,True,False
woes,woes,woe,woe,NOUN,True,False
.,.,.,.,PUNCT,False,False
In,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Far,far,Far,far,PROPN,True,False
Eastern,eastern,eastern,eastern,ADJ,True,False
district,district,district,district,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
mentions,mentions,mention,mention,VERB,True,False
that,that,that,that,SCONJ,True,True
the,the,the,the,DET,True,True
area,area,area,area,NOUN,True,False
suffers,suffers,suffer,suffer,VERB,True,False
from,from,from,from,ADP,True,True
stubbornly,stubbornly,stubbornly,stubbornly,ADV,True,False
high,high,high,high,ADJ,True,False
rates,rates,rate,rate,NOUN,True,False
of,of,of,of,ADP,True,True
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
.,.,.,.,PUNCT,False,False
While,while,while,while,SCONJ,True,True
the,the,the,the,DET,True,True
overall,overall,overall,overall,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
levels,levels,level,level,NOUN,True,False
are,are,be,be,AUX,True,True
declining,declining,decline,decline,VERB,True,False
",",",",",",",",PUNCT,False,False
extreme,extreme,extreme,extreme,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
levels,levels,level,level,NOUN,True,False
have,have,have,have,AUX,True,True
remained,remained,remain,remain,VERB,True,False
the,the,the,the,DET,True,True
same,same,same,same,ADJ,True,True
due,due,due,due,NOUN,True,True
to,to,to,to,ADP,True,True
large,large,large,large,ADJ,True,False
parts,parts,part,part,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
population,population,population,population,NOUN,True,False
having,having,have,have,VERB,True,False
no,no,no,no,DET,True,True
steady,steady,steady,steady,ADJ,True,False
source,source,source,source,NOUN,True,False
of,of,of,of,ADP,True,True
income,income,income,income,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
mentions,mentions,mention,mention,VERB,True,False
that,that,that,that,SCONJ,True,True
many,many,many,many,ADJ,True,True
people,people,people,people,NOUN,True,False
from,from,from,from,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
ethnic,ethnic,ethnic,ethnic,ADJ,True,False
groups,groups,group,group,NOUN,True,False
form,form,form,form,VERB,True,False
part,part,part,part,NOUN,True,True
of,of,of,of,ADP,True,True
this,this,this,this,DET,True,True
population,population,population,population,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
Siberia,siberia,Siberia,siberia,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PROPN,True,False
autonomous,autonomous,autonomous,autonomous,ADJ,True,False
regions,regions,region,region,NOUN,True,False
are,are,be,be,AUX,True,True
also,also,also,also,ADV,True,True
home,home,home,home,ADV,True,False
to,to,to,to,ADP,True,True
many,many,many,many,ADJ,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
report,report,report,report,NOUN,True,False
describes,describes,describe,describe,VERB,True,False
how,how,how,how,ADV,True,True
Siberia,siberia,Siberia,siberia,PROPN,True,False
is,is,be,be,AUX,True,True
so,so,so,so,ADV,True,True
far,far,far,far,ADV,True,False
behind,behind,behind,behind,ADP,True,True
the,the,the,the,DET,True,True
