text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
.,.,.,.,PUNCT,False,False
They,they,-PRON-,-pron-,PRON,True,True
subsist,subsist,subsist,subsist,VERB,True,False
mainly,mainly,mainly,mainly,ADV,True,False
on,on,on,on,ADP,True,True
farming,farming,farming,farming,NOUN,True,False
and,and,and,and,CCONJ,True,True
fishing.26,fishing.26,fishing.26,fishing.26,NUM,False,False
   ,   ,   ,   ,SPACE,False,False
The,the,the,the,DET,True,True
2006,2006,2006,2006,NUM,False,False
Human,human,Human,human,PROPN,True,False
Development,development,Development,development,PROPN,True,False
Report,report,Report,report,PROPN,True,False
from,from,from,from,ADP,True,True
Nigeria,nigeria,Nigeria,nigeria,PROPN,True,False
is,is,be,be,AUX,True,True
the,the,the,the,DET,True,True
first,first,first,first,ADJ,True,True
to,to,to,to,PART,True,True
focus,focus,focus,focus,VERB,True,False
on,on,on,on,ADP,True,True
one,one,one,one,NUM,True,True
of,of,of,of,ADP,True,True
its,its,-PRON-,-pron-,PRON,True,True
six,six,six,six,NUM,True,True
sub,sub,sub,sub,ADJ,True,False
-,-,-,-,ADJ,False,False
national,national,national,national,ADJ,True,False
regionsŠthe,regionsšthe,regionsšthe,regionsšthe,ADJ,True,False
Niger,niger,Niger,niger,PROPN,True,False
Delta.27,delta.27,Delta.27,delta.27,PROPN,False,False
This,this,this,this,DET,True,True
region,region,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
with,with,with,with,ADP,True,True
its,its,-PRON-,-pron-,PRON,True,True
lucrative,lucrative,lucrative,lucrative,ADJ,True,False
oil,oil,oil,oil,NOUN,True,False
operations,operations,operation,operation,NOUN,True,False
",",",",",",",",PUNCT,False,False
suffers,suffers,suffer,suffer,VERB,True,False
from,from,from,from,ADP,True,True
ﬁadministrative,ﬁadministrative,ﬁadministrative,ﬁadministrative,ADJ,True,False
neglect,neglect,neglect,neglect,NOUN,True,False
",",",",",",",",PUNCT,False,False
crumbling,crumbling,crumble,crumble,VERB,True,False
social,social,social,social,ADJ,True,False
infrastructure,infrastructure,infrastructure,infrastructure,NOUN,True,False
and,and,and,and,CCONJ,True,True
services,services,service,service,NOUN,True,False
",",",",",",",",PUNCT,False,False
high,high,high,high,ADJ,True,False
unemployment,unemployment,unemployment,unemployment,NOUN,True,False
",",",",",",",",PUNCT,False,False
social,social,social,social,ADJ,True,False
deprivation,deprivation,deprivation,deprivation,NOUN,True,False
",",",",",",",",PUNCT,False,False
abject,abject,abject,abject,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
",",",",",",",",PUNCT,False,False
filth,filth,filth,filth,NOUN,True,False
and,and,and,and,CCONJ,True,True
squalor,squalor,squalor,squalor,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
endemic,endemic,endemic,endemic,ADJ,True,False
conflict.ﬂ28,conflict.ﬂ28,conflict.ﬂ28,conflict.ﬂ28,PROPN,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
addresses,addresses,address,address,VERB,True,False
the,the,the,the,DET,True,True
unique,unique,unique,unique,ADJ,True,False
social,social,social,social,ADJ,True,False
and,and,and,and,CCONJ,True,True
economic,economic,economic,economic,ADJ,True,False
needs,needs,need,need,NOUN,True,False
and,and,and,and,CCONJ,True,True
concerns,concerns,concern,concern,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
various,various,various,various,ADJ,True,True
peoples,peoples,people,people,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
also,also,also,also,ADV,True,True
mentions,mentions,mention,mention,VERB,True,False
the,the,the,the,DET,True,True
plight,plight,plight,plight,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Ogoni,ogoni,Ogoni,ogoni,PROPN,True,False
people,people,people,people,NOUN,True,False
and,and,and,and,CCONJ,True,True
other,other,other,other,ADJ,True,True
ethnic,ethnic,ethnic,ethnic,ADJ,True,False
minorities,minorities,minority,minority,NOUN,True,False
living,living,live,live,VERB,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Delta,delta,Delta,delta,PROPN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
context,context,context,context,NOUN,True,False
of,of,of,of,ADP,True,True
land,land,land,land,NOUN,True,False
rights,rights,right,right,NOUN,True,False
issues,issues,issue,issue,NOUN,True,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
impacts,impacts,impact,impact,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
oil,oil,oil,oil,NOUN,True,False
industry,industry,industry,industry,NOUN,True,False
on,on,on,on,ADP,True,True
their,their,-PRON-,-pron-,PRON,True,True
livelihoods,livelihoods,livelihood,livelihood,NOUN,True,False
as,as,as,as,ADV,True,True
well,well,well,well,ADV,True,True
as,as,as,as,SCONJ,True,True
the,the,the,the,DET,True,True
environmental,environmental,environmental,environmental,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
that,that,that,that,PRON,True,True
they,they,-PRON-,-pron-,PRON,True,True
depend,depend,depend,depend,VERB,True,False
on,on,on,on,ADP,True,True
.,.,.,.,PUNCT,False,False
Oil,oil,oil,oil,NOUN,True,False
exploration,exploration,exploration,exploration,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Delta,delta,Delta,delta,PROPN,True,False
has,has,have,have,AUX,True,True
seriously,seriously,seriously,seriously,ADV,True,False
affected,affected,affect,affect,VERB,True,False
the,the,the,the,DET,True,True
lives,lives,life,life,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
communities,communities,community,community,NOUN,True,False
in,in,in,in,ADP,True,True
this,this,this,this,DET,True,True
region,region,region,region,NOUN,True,False
who,who,who,who,PRON,True,True
have,have,have,have,AUX,True,True
been,been,be,be,AUX,True,True
denied,denied,deny,deny,VERB,True,False
rights,rights,right,right,NOUN,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
rich,rich,rich,rich,ADJ,True,False
oil,oil,oil,oil,NOUN,True,False
resources,resources,resource,resource,NOUN,True,False
found,found,find,find,VERB,True,False
on,on,on,on,ADP,True,True
their,their,-PRON-,-pron-,PRON,True,True
land,land,land,land,NOUN,True,False
",",",",",",",",PUNCT,False,False
resulting,resulting,result,result,VERB,True,False
in,in,in,in,ADP,True,True
their,their,-PRON-,-pron-,PRON,True,True
livelihood,livelihood,livelihood,livelihood,NOUN,True,False
insecurity,insecurity,insecurity,insecurity,NOUN,True,False
.,.,.,.,PUNCT,False,False
Protests,protests,protest,protest,NOUN,True,False
from,from,from,from,ADP,True,True
the,the,the,the,DET,True,True
Ogoni,ogoni,Ogoni,ogoni,PROPN,True,False
community,community,community,community,NOUN,True,False
led,led,lead,lead,VERB,True,False
to,to,to,to,ADP,True,True
massive,massive,massive,massive,ADJ,True,False
abuses,abuses,abuse,abuse,NOUN,True,False
in,in,in,in,ADP,True,True
human,human,human,human,ADJ,True,False
rights,rights,right,right,NOUN,True,False
",",",",",",",",PUNCT,False,False
including,including,include,include,VERB,True,False
the,the,the,the,DET,True,True
execution,execution,execution,execution,NOUN,True,False
of,of,of,of,ADP,True,True
an,an,an,an,DET,True,True
Ogoni,ogoni,Ogoni,ogoni,PROPN,True,False
leader.29,leader.29,leader.29,leader.29,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
includes,includes,include,include,VERB,True,False
a,a,a,a,DET,True,True
copy,copy,copy,copy,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Ogoni,ogoni,Ogoni,ogoni,PROPN,True,False
Bill,bill,Bill,bill,PROPN,True,False
of,of,of,of,ADP,True,True
Rights,rights,Rights,rights,PROPN,True,False
drafted,drafted,draft,draft,VERB,True,False
in,in,in,in,ADP,True,True
1990,1990,1990,1990,NUM,False,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
lists,lists,list,list,VERB,True,False
the,the,the,the,DET,True,True
state,state,state,state,NOUN,True,False
of,of,of,of,ADP,True,True
affairs,affairs,affair,affair,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
Ogoni,ogoni,Ogoni,ogoni,PROPN,True,False
people,people,people,people,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
and,and,and,and,CCONJ,True,True
their,their,-PRON-,-pron-,PRON,True,True
demands,demands,demand,demand,NOUN,True,False
for,for,for,for,ADP,True,True
environmental,environmental,environmental,environmental,ADJ,True,False
and,and,and,and,CCONJ,True,True
sociopolitical,sociopolitical,sociopolitical,sociopolitical,ADJ,True,False
rights,rights,right,right,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
Low,low,low,low,ADJ,True,False
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
performance,performance,performance,performance,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
indicates,indicates,indicate,indicate,VERB,True,False
a,a,a,a,DET,True,True
struggle,struggle,struggle,struggle,NOUN,True,False
to,to,to,to,PART,True,True
achieve,achieve,achieve,achieve,VERB,True,False
MDG,mdg,MDG,mdg,PROPN,True,False
targets,targets,target,target,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
HDR,hdr,HDR,hdr,PROPN,True,False
states,states,state,state,VERB,True,False
that,that,that,that,SCONJ,True,True
Nigeria,nigeria,Nigeria,nigeria,PROPN,True,False
is,is,be,be,AUX,True,True
not,not,not,not,PART,True,True
likely,likely,likely,likely,ADJ,True,False
to,to,to,to,PART,True,True
meet,meet,meet,meet,VERB,True,False
MDGs,mdgs,MDGs,mdgs,PROPN,True,False
",",",",",",",",PUNCT,False,False
except,except,except,except,SCONJ,True,True
perhaps,perhaps,perhaps,perhaps,ADV,True,True
in,in,in,in,ADP,True,True
primary,primary,primary,primary,ADJ,True,False
school,school,school,school,NOUN,True,False
enrollment,enrollment,enrollment,enrollment,NOUN,True,False
and,and,and,and,CCONJ,True,True
gender,gender,gender,gender,NOUN,True,False
parity,parity,parity,parity,NOUN,True,False
in,in,in,in,ADP,True,True
education,education,education,education,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
therefore,therefore,therefore,therefore,ADV,True,True
",",",",",",",",PUNCT,False,False
focuses,focuses,focus,focus,VERB,True,False
on,on,on,on,ADP,True,True
identifying,identifying,identify,identify,VERB,True,False
major,major,major,major,ADJ,True,False
challenges,challenges,challenge,challenge,NOUN,True,False
in,in,in,in,ADP,True,True
development,development,development,development,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
and,and,and,and,CCONJ,True,True
promoting,promoting,promote,promote,VERB,True,False
strategies,strategies,strategy,strategy,NOUN,True,False
to,to,to,to,PART,True,True
achieve,achieve,achieve,achieve,VERB,True,False
sustainable,sustainable,sustainable,sustainable,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
reduction,reduction,reduction,reduction,NOUN,True,False
",",",",",",",",PUNCT,False,False
to,to,to,to,PART,True,True
ensure,ensure,ensure,ensure,VERB,True,False
effective,effective,effective,effective,ADJ,True,False
use,use,use,use,NOUN,True,False
of,of,of,of,ADP,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
",",",",",",",",PUNCT,False,False
to,to,to,to,PART,True,True
strengthen,strengthen,strengthen,strengthen,VERB,True,False
local,local,local,local,ADJ,True,False
governance,governance,governance,governance,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
to,to,to,to,PART,True,True
build,build,build,build,VERB,True,False
a,a,a,a,DET,True,True
solid,solid,solid,solid,ADJ,True,False
social,social,social,social,ADJ,True,False
infrastructure,infrastructure,infrastructure,infrastructure,NOUN,True,False
that,that,that,that,PRON,True,True
involves,involves,involve,involve,VERB,True,False
participatory,participatory,participatory,participatory,ADJ,True,False
planning,planning,planning,planning,NOUN,True,False
and,and,and,and,CCONJ,True,True
management,management,management,management,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
following,following,follow,follow,VERB,True,False
are,are,be,be,AUX,True,True
the,the,the,the,DET,True,True
key,key,key,key,ADJ,True,False
R,r,r,r,NOUN,True,False
:,:,:,:,PUNCT,False,False
Poverty,poverty,poverty,poverty,NOUN,True,False
and,and,and,and,CCONJ,True,True
inequality,inequality,inequality,inequality,NOUN,True,False
According,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
incidence,incidence,incidence,incidence,NOUN,True,False
of,of,of,of,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
in,in,in,in,ADP,True,True
Nigeria,nigeria,Nigeria,nigeria,PROPN,True,False
is,is,be,be,AUX,True,True
increasing,increasing,increase,increase,VERB,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
conditions,conditions,condition,condition,NOUN,True,False
were,were,be,be,AUX,True,True
described,described,describe,describe,VERB,True,False
as,as,as,as,SCONJ,True,True
deplorable,deplorable,deplorable,deplorable,ADJ,True,False
.,.,.,.,PUNCT,False,False
Huge,huge,huge,huge,ADJ,True,False
disparities,disparities,disparity,disparity,NOUN,True,False
in,in,in,in,ADP,True,True
development,development,development,development,NOUN,True,False
conditions,conditions,condition,condition,NOUN,True,False
exist,exist,exist,exist,VERB,True,False
between,between,between,between,ADP,True,True
regions,regions,region,region,NOUN,True,False
",",",",",",",",PUNCT,False,False
with,with,with,with,ADP,True,True
extremely,extremely,extremely,extremely,ADV,True,False
low,low,low,low,ADJ,True,False
performance,performance,performance,performance,NOUN,True,False
levels,levels,level,level,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
where,where,where,where,ADV,True,True
",",",",",",",",PUNCT,False,False
ironically,ironically,ironically,ironically,ADV,True,False
",",",",",",",",PUNCT,False,False
oil,oil,oil,oil,NOUN,True,False
is,is,be,be,AUX,True,True
produced,produced,produce,produce,VERB,True,False
and,and,and,and,CCONJ,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
abound,abound,abound,abound,VERB,True,False
.,.,.,.,PUNCT,False,False
Revenues,revenues,revenue,revenue,NOUN,True,False
from,from,from,from,ADP,True,True
oil,oil,oil,oil,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PART,True,False
main,main,main,main,ADJ,True,False
source,source,source,source,NOUN,True,False
of,of,of,of,ADP,True,True
income,income,income,income,NOUN,True,False
",",",",",",",",PUNCT,False,False
are,are,be,be,AUX,True,True
not,not,not,not,PART,True,True
having,having,have,have,VERB,True,False
an,an,an,an,DET,True,True
impact,impact,impact,impact,NOUN,True,False
on,on,on,on,ADP,True,True
persistent,persistent,persistent,persistent,ADJ,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
in,in,in,in,ADP,True,True
this,this,this,this,DET,True,True
region,region,region,region,NOUN,True,False
as,as,as,as,ADV,True,True
well,well,well,well,ADV,True,True
as,as,as,as,SCONJ,True,True
the,the,the,the,DET,True,True
entire,entire,entire,entire,ADJ,True,False
nation,nation,nation,nation,NOUN,True,False
",",",",",",",",PUNCT,False,False
due,due,due,due,ADJ,True,True
largely,largely,largely,largely,ADV,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
inequitable,inequitable,inequitable,inequitable,ADJ,True,False
allocation,allocation,allocation,allocation,NOUN,True,False
of,of,of,of,ADP,True,True
and,and,and,and,CCONJ,True,True
access,access,access,access,NOUN,True,False
to,to,to,to,ADP,True,True
resources,resources,resource,resource,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
ascendancy,ascendancy,ascendancy,ascendancy,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
oil,oil,oil,oil,NOUN,True,False
industry,industry,industry,industry,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Delta,delta,Delta,delta,PROPN,True,False
also,also,also,also,ADV,True,True
rendered,rendered,render,render,VERB,True,False
the,the,the,the,DET,True,True
decline,decline,decline,decline,NOUN,True,False
of,of,of,of,ADP,True,True
traditional,traditional,traditional,traditional,ADJ,True,False
economies,economies,economy,economy,NOUN,True,False
",",",",",",",",PUNCT,False,False
particularly,particularly,particularly,particularly,ADV,True,False
agriculture,agriculture,agriculture,agriculture,NOUN,True,False
",",",",",",",",PUNCT,False,False
fishery,fishery,fishery,fishery,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
forestry,forestry,forestry,forestry,NOUN,True,False
.,.,.,.,PUNCT,False,False
Poverty,poverty,poverty,poverty,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Niger,niger,Niger,niger,PROPN,True,False
Delta,delta,Delta,delta,PROPN,True,False
includes,includes,include,include,VERB,True,False
issues,issues,issue,issue,NOUN,True,False
of,of,of,of,ADP,True,True
discrimination,discrimination,discrimination,discrimination,NOUN,True,False
",",",",",",",",PUNCT,False,False
deprivation,deprivation,deprivation,deprivation,NOUN,True,False
",",",",",",",",PUNCT,False,False
inequality,inequality,inequality,inequality,NOUN,True,False
",",",",",",",",PUNCT,False,False
lack,lack,lack,lack,NOUN,True,False
of,of,of,of,ADP,True,True
power,power,power,power,NOUN,True,False
and,and,and,and,CCONJ,True,True
security,security,security,security,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
lack,lack,lack,lack,NOUN,True,False
of,of,of,of,ADP,True,True
access,access,access,access,NOUN,True,False
to,to,to,to,ADP,True,True
education,education,education,education,NOUN,True,False
",",",",",",",",PUNCT,False,False
health,health,health,health,NOUN,True,False
care,care,care,care,NOUN,True,False
",",",",",",",",PUNCT,False,False
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
basic,basic,basic,basic,ADJ,True,False
amenities,amenities,amenity,amenity,NOUN,True,False
.,.,.,.,PUNCT,False,False
It,it,-PRON-,-pron-,PRON,True,True
is,is,be,be,AUX,True,True
a,a,a,a,DET,True,True
result,result,result,result,NOUN,True,False
of,of,of,of,ADP,True,True
years,years,year,year,NOUN,True,False
of,of,of,of,ADP,True,True
poor,poor,poor,poor,ADJ,True,False
governance,governance,governance,governance,NOUN,True,False
",",",",",",",",PUNCT,False,False
administrative,administrative,administrative,administrative,ADJ,True,False
neglect,neglect,neglect,neglect,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
exclusion,exclusion,exclusion,exclusion,NOUN,True,False
of,of,of,of,ADP,True,True
particular,particular,particular,particular,ADJ,True,False
social,social,social,social,ADJ,True,False
groups,groups,group,group,NOUN,True,False
",",",",",",",",PUNCT,False,False
such,such,such,such,ADJ,True,True
as,as,as,as,SCONJ,True,True
women,women,woman,woman,NOUN,True,False
",",",",",",",",PUNCT,False,False
youth,youth,youth,youth,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
ethnic,ethnic,ethnic,ethnic,ADJ,True,False
minorities,minorities,minority,minority,NOUN,True,False
/,/,/,/,SYM,False,False
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
",",",",",",",",PUNCT,False,False
from,from,from,from,ADP,True,True
participation,participation,participation,participation,NOUN,True,False
in,in,in,in,ADP,True,True
decision,decision,decision,decision,NOUN,True,False
-,-,-,-,PUNCT,False,False
making,making,make,make,VERB,True,False
processes,processes,process,process,NOUN,True,False
that,that,that,that,PRON,True,True
affect,affect,affect,affect,VERB,True,False
their,their,-PRON-,-pron-,PRON,True,True
lives,lives,life,life,NOUN,True,False
.,.,.,.,PUNCT,False,False
To,to,to,to,PART,True,True
boost,boost,boost,boost,VERB,True,False
economic,economic,economic,economic,ADJ,True,False
growth,growth,growth,growth,NOUN,True,False
",",",",",",",",PUNCT,False,False
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
recommends,recommends,recommend,recommend,VERB,True,False
developing,developing,develop,develop,VERB,True,False
a,a,a,a,DET,True,True
diversified,diversified,diversified,diversified,ADJ,True,False
economy,economy,economy,economy,NOUN,True,False
that,that,that,that,PRON,True,True
reduces,reduces,reduce,reduce,VERB,True,False
dependence,dependence,dependence,dependence,NOUN,True,False
on,on,on,on,ADP,True,True
existing,existing,exist,exist,VERB,True,False
non,non,non,non,ADJ,True,False
-,-,-,-,ADJ,False,False
renewable,renewable,renewable,renewable,ADJ,True,False
assets,assets,asset,asset,NOUN,True,False
such,such,such,such,ADJ,True,True
as,as,as,as,SCONJ,True,True
oil,oil,oil,oil,NOUN,True,False
and,and,and,and,CCONJ,True,True
gas,gas,gas,gas,NOUN,True,False
.,.,.,.,PUNCT,False,False
An,an,an,an,DET,True,True
investment,investment,investment,investment,NOUN,True,False
on,on,on,on,ADP,True,True
building,building,build,build,VERB,True,False
new,new,new,new,ADJ,True,False
industries,industries,industry,industry,NOUN,True,False
and,and,and,and,CCONJ,True,True
improving,improving,improve,improve,VERB,True,False
sustainable,sustainable,sustainable,sustainable,ADJ,True,False
livelihoods,livelihoods,livelihood,livelihood,NOUN,True,False
would,would,would,would,AUX,True,True
help,help,help,help,VERB,True,False
expand,expand,expand,expand,VERB,True,False
employment,employment,employment,employment,NOUN,True,False
",",",",",",",",PUNCT,False,False
productivity,productivity,productivity,productivity,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
income,income,income,income,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
developing,developing,develop,develop,VERB,True,False
initiatives,initiatives,initiative,initiative,NOUN,True,False
to,to,to,to,PART,True,True
cultivate,cultivate,cultivate,cultivate,VERB,True,False
people,people,people,people,NOUN,True,False
™,™,™,™,PROPN,False,False
s,s,s,s,PROPN,True,False
skills,skills,skill,skill,NOUN,True,False
is,is,be,be,AUX,True,True
necessary,necessary,necessary,necessary,ADJ,True,False
so,so,so,so,SCONJ,True,True
that,that,that,that,SCONJ,True,True
they,they,-PRON-,-pron-,PRON,True,True
may,may,may,may,AUX,True,True
participate,participate,participate,participate,VERB,True,False
in,in,in,in,ADP,True,True
productive,productive,productive,productive,ADJ,True,False
",",",",",",",",PUNCT,False,False
income,income,income,income,NOUN,True,False
-,-,-,-,PUNCT,False,False
generating,generating,generate,generate,VERB,True,False
activities,activities,activity,activity,NOUN,True,False
.,.,.,.,PUNCT,False,False
Key,key,key,key,ADJ,True,False
to,to,to,to,ADP,True,True
this,this,this,this,DET,True,True
process,process,process,process,NOUN,True,False
",",",",",",",",PUNCT,False,False
however,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
is,is,be,be,AUX,True,True
learning,learning,learn,learn,VERB,True,False
new,new,new,new,ADJ,True,False
and,and,and,and,CCONJ,True,True
modern,modern,modern,modern,ADJ,True,False
