text,text_lower,lemma,lemma_lower,part_of_speech,is_alphabet,is_stopword
efforts,efforts,effort,effort,NOUN,True,False
to,to,to,to,PART,True,True
address,address,address,address,VERB,True,False
this,this,this,this,DET,True,True
growing,growing,grow,grow,VERB,True,False
problem,problem,problem,problem,NOUN,True,False
",",",",",",",",PUNCT,False,False
from,from,from,from,ADP,True,True
various,various,various,various,ADJ,True,True
countries,countries,country,country,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
region,region,region,region,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
Indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
and,and,and,and,CCONJ,True,True
their,their,-PRON-,-pron-,PRON,True,True
issues,issues,issue,issue,NOUN,True,False
are,are,be,be,AUX,True,True
not,not,not,not,PART,True,True
explicitly,explicitly,explicitly,explicitly,ADV,True,False
mentioned,mentioned,mention,mention,VERB,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
any,any,any,any,DET,True,True
references,references,reference,reference,NOUN,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
state,state,state,state,NOUN,True,False
of,of,of,of,ADP,True,True
their,their,-PRON-,-pron-,PRON,True,True
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
would,would,would,would,AUX,True,True
be,be,be,be,AUX,True,True
integrated,integrated,integrate,integrate,VERB,True,False
with,with,with,with,ADP,True,True
the,the,the,the,DET,True,True
collective,collective,collective,collective,ADJ,True,False
ﬁpoor,ﬁpoor,ﬁpoor,ﬁpoor,NOUN,True,False
and,and,and,and,CCONJ,True,True
marginalized,marginalized,marginalize,marginalize,VERB,True,False
populationsﬂ,populationsﬂ,populationsﬂ,populationsﬂ,PROPN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
region,region,region,region,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
The,the,the,the,DET,True,True
following,following,follow,follow,VERB,True,False
sectors,sectors,sector,sector,NOUN,True,False
are,are,be,be,AUX,True,True
greatly,greatly,greatly,greatly,ADV,True,False
impacted,impacted,impact,impact,VERB,True,False
by,by,by,by,ADP,True,True
corruption,corruption,corruption,corruption,NOUN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
has,has,have,have,AUX,True,True
detrimental,detrimental,detrimental,detrimental,ADJ,True,False
effects,effects,effect,effect,NOUN,True,False
to,to,to,to,ADP,True,True
human,human,human,human,ADJ,True,False
development,development,development,development,NOUN,True,False
and,and,and,and,CCONJ,True,True
achievement,achievement,achievement,achievement,NOUN,True,False
of,of,of,of,ADP,True,True
MDGs,mdgs,MDGs,mdgs,PROPN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Asia,asia,Asia,asia,PROPN,True,False
Pacific,pacific,Pacific,pacific,PROPN,True,False
region,region,region,region,NOUN,True,False
:,:,:,:,PUNCT,False,False
Economy,economy,economy,economy,NOUN,True,False
According,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
extensive,extensive,extensive,extensive,ADJ,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
is,is,be,be,AUX,True,True
associated,associated,associate,associate,VERB,True,False
with,with,with,with,ADP,True,True
lower,lower,low,low,ADJ,True,False
levels,levels,level,level,NOUN,True,False
of,of,of,of,ADP,True,True
growth,growth,growth,growth,NOUN,True,False
.,.,.,.,PUNCT,False,False
Corruption,corruption,corruption,corruption,NOUN,True,False
is,is,be,be,AUX,True,True
likely,likely,likely,likely,ADJ,True,False
to,to,to,to,PART,True,True
hamper,hamper,hamper,hamper,VERB,True,False
growth,growth,growth,growth,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
economic,economic,economic,economic,ADJ,True,False
sector,sector,sector,sector,NOUN,True,False
by,by,by,by,ADP,True,True
weakening,weakening,weaken,weaken,VERB,True,False
the,the,the,the,DET,True,True
social,social,social,social,ADJ,True,False
infrastructure,infrastructure,infrastructure,infrastructure,NOUN,True,False
and,and,and,and,CCONJ,True,True
reducing,reducing,reduce,reduce,VERB,True,False
the,the,the,the,DET,True,True
quality,quality,quality,quality,NOUN,True,False
of,of,of,of,ADP,True,True
investments,investments,investment,investment,NOUN,True,False
in,in,in,in,ADP,True,True
technology,technology,technology,technology,NOUN,True,False
",",",",",",",",PUNCT,False,False
communication,communication,communication,communication,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
transport,transport,transport,transport,NOUN,True,False
infrastructure,infrastructure,infrastructure,infrastructure,NOUN,True,False
that,that,that,that,PRON,True,True
are,are,be,be,AUX,True,True
necessary,necessary,necessary,necessary,ADJ,True,False
for,for,for,for,ADP,True,True
economic,economic,economic,economic,ADJ,True,False
growth,growth,growth,growth,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
Corruption,corruption,corruption,corruption,NOUN,True,False
also,also,also,also,ADV,True,True
undermines,undermines,undermine,undermine,VERB,True,False
efforts,efforts,effort,effort,NOUN,True,False
at,at,at,at,ADP,True,True
reducing,reducing,reduce,reduce,VERB,True,False
poverty,poverty,poverty,poverty,NOUN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
is,is,be,be,AUX,True,True
the,the,the,the,DET,True,True
first,first,first,first,ADJ,True,True
goal,goal,goal,goal,NOUN,True,False
of,of,of,of,ADP,True,True
the,the,the,the,DET,True,True
MDGs,mdgs,MDGs,mdgs,PROPN,True,False
",",",",",",",",PUNCT,False,False
when,when,when,when,ADV,True,True
public,public,public,public,ADJ,True,False
officials,officials,official,official,NOUN,True,False
divert,divert,divert,divert,VERB,True,False
goods,goods,good,good,NOUN,True,False
and,and,and,and,CCONJ,True,True
services,services,service,service,NOUN,True,False
that,that,that,that,PRON,True,True
are,are,be,be,AUX,True,True
intended,intended,intend,intend,VERB,True,False
for,for,for,for,ADP,True,True
the,the,the,the,DET,True,True
poor,poor,poor,poor,ADJ,True,False
to,to,to,to,PART,True,True
wealthier,wealthier,wealthy,wealthy,ADJ,True,False
households,households,household,household,NOUN,True,False
that,that,that,that,PRON,True,True
can,can,can,can,AUX,True,True
afford,afford,afford,afford,VERB,True,False
to,to,to,to,PART,True,True
bribe,bribe,bribe,bribe,VERB,True,False
officials,officials,official,official,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
poor,poor,poor,poor,ADJ,True,False
are,are,be,be,AUX,True,True
the,the,the,the,DET,True,True
most,most,most,most,ADV,True,True
vulnerable,vulnerable,vulnerable,vulnerable,ADJ,True,False
to,to,to,to,ADP,True,True
corruption,corruption,corruption,corruption,NOUN,True,False
",",",",",",",",PUNCT,False,False
as,as,as,as,SCONJ,True,True
they,they,-PRON-,-pron-,PRON,True,True
lack,lack,lack,lack,VERB,True,False
neither,neither,neither,neither,CCONJ,True,True
social,social,social,social,ADJ,True,False
nor,nor,nor,nor,CCONJ,True,True
economic,economic,economic,economic,ADJ,True,False
power,power,power,power,NOUN,True,False
to,to,to,to,PART,True,True
defend,defend,defend,defend,VERB,True,False
themselves,themselves,-PRON-,-pron-,PRON,True,True
against,against,against,against,ADP,True,True
corrupt,corrupt,corrupt,corrupt,ADJ,True,False
practices,practices,practice,practice,NOUN,True,False
.,.,.,.,PUNCT,False,False
In,in,in,in,ADP,True,True
many,many,many,many,ADJ,True,True
cases,cases,case,case,NOUN,True,False
",",",",",",",",PUNCT,False,False
they,they,-PRON-,-pron-,PRON,True,True
fail,fail,fail,fail,VERB,True,False
to,to,to,to,PART,True,True
voice,voice,voice,voice,VERB,True,False
out,out,out,out,ADP,True,True
abuses,abuses,abuse,abuse,NOUN,True,False
for,for,for,for,ADP,True,True
fear,fear,fear,fear,NOUN,True,False
of,of,of,of,ADP,True,True
retribution,retribution,retribution,retribution,NOUN,True,False
.,.,.,.,PUNCT,False,False
The,the,the,the,DET,True,True
poor,poor,poor,poor,ADJ,True,False
also,also,also,also,ADV,True,True
find,find,find,find,VERB,True,False
themselves,themselves,-PRON-,-pron-,PRON,True,True
excluded,excluded,exclude,exclude,VERB,True,False
from,from,from,from,ADP,True,True
basic,basic,basic,basic,ADJ,True,False
social,social,social,social,ADJ,True,False
services,services,service,service,NOUN,True,False
",",",",",",",",PUNCT,False,False
such,such,such,such,ADJ,True,True
as,as,as,as,SCONJ,True,True
health,health,health,health,NOUN,True,False
and,and,and,and,CCONJ,True,True
education,education,education,education,NOUN,True,False
",",",",",",",",PUNCT,False,False
due,due,due,due,ADP,True,True
to,to,to,to,ADP,True,True
widespread,widespread,widespread,widespread,ADJ,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
in,in,in,in,ADP,True,True
these,these,these,these,DET,True,True
sectors,sectors,sector,sector,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
of,of,of,of,ADP,True,True
poor,poor,poor,poor,ADJ,True,False
and,and,and,and,CCONJ,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
commudevelopments,commudevelopments,commudevelopment,commudevelopment,NOUN,True,False
.,.,.,.,PUNCT,False,False
Corruption,corruption,corruption,corruption,NOUN,True,False
andThe,andthe,andthe,andthe,NOUN,True,False
Report,report,Report,report,PROPN,True,False
does,does,do,do,AUX,True,True
not,not,not,not,PART,True,True
explicitly,explicitly,explicitly,explicitly,ADV,True,False
discuss,discuss,discuss,discuss,VERB,True,False
the,the,the,the,DET,True,True
economic,economic,economic,economic,ADJ,True,False
situation,situation,situation,situation,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
peoples,peoples,people,people,NOUN,True,False
",",",",",",",",PUNCT,False,False
but,but,but,but,CCONJ,True,True
it,it,-PRON-,-pron-,PRON,True,True
does,does,do,do,AUX,True,True
allude,allude,allude,allude,VERB,True,False
to,to,to,to,ADP,True,True
their,their,-PRON-,-pron-,PRON,True,True
vulnerability,vulnerability,vulnerability,vulnerability,NOUN,True,False
to,to,to,to,PART,True,True
suffer,suffer,suffer,suffer,VERB,True,False
from,from,from,from,ADP,True,True
poverty,poverty,poverty,poverty,NOUN,True,False
as,as,as,as,SCONJ,True,True
a,a,a,a,DET,True,True
result,result,result,result,NOUN,True,False
of,of,of,of,ADP,True,True
illegal,illegal,illegal,illegal,ADJ,True,False
land,land,land,land,NOUN,True,False
grabbing,grabbing,grab,grab,VERB,True,False
as,as,as,as,ADV,True,True
well,well,well,well,ADV,True,True
as,as,as,as,SCONJ,True,True
being,being,be,be,AUX,True,True
denied,denied,deny,deny,VERB,True,False
access,access,access,access,NOUN,True,False
to,to,to,to,ADP,True,True
key,key,key,key,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
Education,education,Education,education,PROPN,True,False
According,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
corruption,corruption,corruption,corruption,NOUN,True,False
is,is,be,be,AUX,True,True
widespread,widespread,widespread,widespread,ADJ,True,False
in,in,in,in,ADP,True,True
education,education,education,education,NOUN,True,False
systems,systems,system,system,NOUN,True,False
.,.,.,.,PUNCT,False,False
Corrupt,corrupt,corrupt,corrupt,ADJ,True,False
officials,officials,official,official,NOUN,True,False
siphon,siphon,siphon,siphon,VERB,True,False
off,off,off,off,ADP,True,True
funds,funds,fund,fund,NOUN,True,False
that,that,that,that,PRON,True,True
are,are,be,be,AUX,True,True
intended,intended,intend,intend,VERB,True,False
for,for,for,for,ADP,True,True
improving,improving,improve,improve,VERB,True,False
school,school,school,school,NOUN,True,False
buildings,buildings,building,building,NOUN,True,False
and,and,and,and,CCONJ,True,True
other,other,other,other,ADJ,True,True
educational,educational,educational,educational,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
",",",",",",",",PUNCT,False,False
such,such,such,such,ADJ,True,True
as,as,as,as,SCONJ,True,True
books,books,book,book,NOUN,True,False
and,and,and,and,CCONJ,True,True
classroom,classroom,classroom,classroom,NOUN,True,False
supplies,supplies,supply,supply,NOUN,True,False
as,as,as,as,ADV,True,True
well,well,well,well,ADV,True,True
as,as,as,as,SCONJ,True,True
teachers,teachers,teacher,teacher,NOUN,True,False
.,.,.,.,PUNCT,False,False
This,this,this,this,DET,True,True
is,is,be,be,AUX,True,True
especially,especially,especially,especially,ADV,True,False
true,true,true,true,ADJ,True,False
for,for,for,for,ADP,True,True
public,public,public,public,ADJ,True,False
education,education,education,education,NOUN,True,False
systems,systems,system,system,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
the,the,the,the,DET,True,True
poor,poor,poor,poor,ADJ,True,False
suffer,suffer,suffer,suffer,VERB,True,False
from,from,from,from,ADP,True,True
inadequate,inadequate,inadequate,inadequate,ADJ,True,False
educational,educational,educational,educational,ADJ,True,False
institutions,institutions,institution,institution,NOUN,True,False
.,.,.,.,PUNCT,False,False
Access,access,access,access,NOUN,True,False
to,to,to,to,ADP,True,True
quality,quality,quality,quality,NOUN,True,False
education,education,education,education,NOUN,True,False
has,has,have,have,AUX,True,True
been,been,be,be,AUX,True,True
limited,limited,limit,limit,VERB,True,False
to,to,to,to,ADP,True,True
those,those,those,those,DET,True,True
who,who,who,who,PRON,True,True
have,have,have,have,AUX,True,True
the,the,the,the,DET,True,True
economic,economic,economic,economic,ADJ,True,False
means,means,mean,mean,NOUN,True,False
to,to,to,to,PART,True,True
afford,afford,afford,afford,VERB,True,False
private,private,private,private,ADJ,True,False
education,education,education,education,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
does,does,do,do,AUX,True,True
not,not,not,not,PART,True,True
explicitly,explicitly,explicitly,explicitly,ADV,True,False
mention,mention,mention,mention,VERB,True,False
the,the,the,the,DET,True,True
education,education,education,education,NOUN,True,False
situation,situation,situation,situation,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
people,people,people,people,NOUN,True,False
.,.,.,.,PUNCT,False,False
Health,health,Health,health,PROPN,True,False
According,according,accord,accord,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
",",",",",",",",PUNCT,False,False
corruption,corruption,corruption,corruption,NOUN,True,False
can,can,can,can,AUX,True,True
occur,occur,occur,occur,VERB,True,False
at,at,at,at,ADP,True,True
various,various,various,various,ADJ,True,True
levels,levels,level,level,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
health,health,health,health,NOUN,True,False
services,services,service,service,NOUN,True,False
sector,sector,sector,sector,NOUN,True,False
",",",",",",",",PUNCT,False,False
ﬁfrom,ﬁfrom,ﬁfrom,ﬁfrom,PROPN,True,False
grand,grand,grand,grand,PROPN,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
",",",",",",",",PUNCT,False,False
as,as,as,as,SCONJ,True,True
funds,funds,fund,fund,NOUN,True,False
are,are,be,be,AUX,True,True
siphoned,siphoned,siphon,siphon,VERB,True,False
off,off,off,off,ADP,True,True
during,during,during,during,ADP,True,True
the,the,the,the,DET,True,True
construction,construction,construction,construction,NOUN,True,False
of,of,of,of,ADP,True,True
new,new,new,new,ADJ,True,False
hospitals,hospitals,hospital,hospital,NOUN,True,False
or,or,or,or,CCONJ,True,True
health,health,health,health,NOUN,True,False
centers,centers,center,center,NOUN,True,False
",",",",",",",",PUNCT,False,False
to,to,to,to,ADP,True,True
petty,petty,petty,petty,ADJ,True,False
corruption,corruption,corruption,corruption,NOUN,True,False
as,as,as,as,SCONJ,True,True
health,health,health,health,NOUN,True,False
workers,workers,worker,worker,NOUN,True,False
or,or,or,or,CCONJ,True,True
administrators,administrators,administrator,administrator,NOUN,True,False
demand,demand,demand,demand,VERB,True,False
bribes,bribes,bribe,bribe,NOUN,True,False
just,just,just,just,ADV,True,True
to,to,to,to,PART,True,True
perform,perform,perform,perform,VERB,True,False
their,their,-PRON-,-pron-,PRON,True,True
routine,routine,routine,routine,NOUN,True,False
duties.ﬂ7,duties.ﬂ7,duties.ﬂ7,duties.ﬂ7,PROPN,False,False
Corruption,corruption,Corruption,corruption,PROPN,True,False
also,also,also,also,ADV,True,True
results,results,result,result,VERB,True,False
in,in,in,in,ADP,True,True
poorer,poorer,poor,poor,ADJ,True,False
standards,standards,standard,standard,NOUN,True,False
of,of,of,of,ADP,True,True
health,health,health,health,NOUN,True,False
",",",",",",",",PUNCT,False,False
particularly,particularly,particularly,particularly,ADV,True,False
for,for,for,for,ADP,True,True
those,those,those,those,DET,True,True
who,who,who,who,PRON,True,True
do,do,do,do,AUX,True,True
not,not,not,not,PART,True,True
have,have,have,have,AUX,True,True
the,the,the,the,DET,True,True
economic,economic,economic,economic,ADJ,True,False
means,means,mean,mean,NOUN,True,False
to,to,to,to,PART,True,True
pay,pay,pay,pay,VERB,True,False
for,for,for,for,ADP,True,True
special,special,special,special,ADJ,True,False
health,health,health,health,NOUN,True,False
services,services,service,service,NOUN,True,False
.,.,.,.,PUNCT,False,False
  ,  ,  ,  ,SPACE,False,False
The,the,the,the,DET,True,True
Report,report,Report,report,PROPN,True,False
does,does,do,do,AUX,True,True
not,not,not,not,PART,True,True
explicitly,explicitly,explicitly,explicitly,ADV,True,False
mention,mention,mention,mention,VERB,True,False
the,the,the,the,DET,True,True
health,health,health,health,NOUN,True,False
situation,situation,situation,situation,NOUN,True,False
of,of,of,of,ADP,True,True
indigenous,indigenous,indigenous,indigenous,ADJ,True,False
people,people,people,people,NOUN,True,False
.,.,.,.,PUNCT,False,False
 , , , ,SPACE,False,False
Environment,environment,environment,environment,NOUN,True,False
Many,many,many,many,ADJ,True,True
countries,countries,country,country,NOUN,True,False
in,in,in,in,ADP,True,True
the,the,the,the,DET,True,True
Asia,asia,Asia,asia,PROPN,True,False
and,and,and,and,CCONJ,True,True
Pacific,pacific,Pacific,pacific,PROPN,True,False
region,region,region,region,NOUN,True,False
are,are,be,be,AUX,True,True
rich,rich,rich,rich,ADJ,True,False
in,in,in,in,ADP,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
;,;,;,;,PUNCT,False,False
however,however,however,however,ADV,True,True
",",",",",",",",PUNCT,False,False
corruption,corruption,corruption,corruption,NOUN,True,False
has,has,have,have,AUX,True,True
undermined,undermined,undermine,undermine,VERB,True,False
efforts,efforts,effort,effort,NOUN,True,False
to,to,to,to,PART,True,True
turn,turn,turn,turn,VERB,True,False
natural,natural,natural,natural,ADJ,True,False
environments,environments,environment,environment,NOUN,True,False
into,into,into,into,ADP,True,True
powerhouses,powerhouses,powerhouse,powerhouse,NOUN,True,False
for,for,for,for,ADP,True,True
sustainable,sustainable,sustainable,sustainable,ADJ,True,False
development,development,development,development,NOUN,True,False
.,.,.,.,PUNCT,False,False
Wealth,wealth,wealth,wealth,NOUN,True,False
from,from,from,from,ADP,True,True
overexploitation,overexploitation,overexploitation,overexploitation,NOUN,True,False
of,of,of,of,ADP,True,True
natural,natural,natural,natural,ADJ,True,False
resources,resources,resource,resource,NOUN,True,False
is,is,be,be,AUX,True,True
being,being,be,be,AUX,True,True
drained,drained,drain,drain,VERB,True,False
away,away,away,away,ADV,True,False
due,due,due,due,ADP,True,True
to,to,to,to,ADP,True,True
corrupt,corrupt,corrupt,corrupt,ADJ,True,False
practices,practices,practice,practice,NOUN,True,False
",",",",",",",",PUNCT,False,False
and,and,and,and,CCONJ,True,True
leads,leads,lead,lead,VERB,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
depletion,depletion,depletion,depletion,NOUN,True,False
of,of,of,of,ADP,True,True
resources,resources,resource,resource,NOUN,True,False
and,and,and,and,CCONJ,True,True
environmental,environmental,environmental,environmental,ADJ,True,False
degradation,degradation,degradation,degradation,NOUN,True,False
.,.,.,.,PUNCT,False,False
Private,private,private,private,ADJ,True,False
companies,companies,company,company,NOUN,True,False
often,often,often,often,ADV,True,True
bribe,bribe,bribe,bribe,VERB,True,False
officials,officials,official,official,NOUN,True,False
to,to,to,to,PART,True,True
get,get,get,get,AUX,True,True
permits,permits,permit,permit,NOUN,True,False
for,for,for,for,ADP,True,True
grand,grand,grand,grand,ADJ,True,False
-,-,-,-,PUNCT,False,False
scale,scale,scale,scale,NOUN,True,False
logging,logging,logging,logging,NOUN,True,False
and,and,and,and,CCONJ,True,True
fishing,fishing,fishing,fishing,NOUN,True,False
",",",",",",",",PUNCT,False,False
which,which,which,which,PRON,True,True
have,have,have,have,AUX,True,True
detrimental,detrimental,detrimental,detrimental,ADJ,True,False
effects,effects,effect,effect,NOUN,True,False
to,to,to,to,ADP,True,True
the,the,the,the,DET,True,True
environment,environment,environment,environment,NOUN,True,False
as,as,as,as,ADV,True,True
well,well,well,well,ADV,True,True
